timestamp_us,t_s,imu_wx_rad_s,imu_wy_rad_s,imu_wz_rad_s,imu_ax_m_s2,imu_ay_m_s2,imu_az_m_s2,mag_x,mag_y,mag_z,baro_alt_m,baro_alt_rel_m,baro_z_down_rel_m,gps_available,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_n_m,gps_e_m,gps_d_m,gps_vn_m_s,gps_ve_m_s,gps_vd_m_s,gps_fix_type,gps_sats,gps_eph_m,gps_epv_m,gps_interp_n_m,gps_interp_e_m,gps_interp_d_m,gps_interp_vn_m_s,gps_interp_ve_m_s,gps_interp_vd_m_s,px4_local_n_m,px4_local_e_m,px4_local_d_m,px4_local_vn_m_s,px4_local_ve_m_s,px4_local_vd_m_s,att_q0,att_q1,att_q2,att_q3,att_roll_rad,att_pitch_rad,att_yaw_rad,est_q0,est_q1,est_q2,est_q3,est_vn_m_s,est_ve_m_s,est_vd_m_s,est_n_m,est_e_m,est_d_m,ias_m_s,tas_m_s,px4_wind_n_m_s,px4_wind_e_m_s,px4_wind_d_m_s
2502255053,1.0,0.05661789724,0.012962115507999998,0.25608488160000004,1.24170229664,0.16304397719999994,-9.751629428000003,,,,320.95770999999996,7.480839999999972,-7.480839999999972,0,,,,,,,,,,,,,,-0.011468968426062931,-80.9643305979792,-11.611788599999992,-1.9414094326675002,-13.340044175,-1.9101599,0.3027500351640958,-81.37964442329032,-8.33346111491208,-1.7115013957264102,-13.403609808123319,-1.9241733524037068,0.6930355478380663,0.16390744333573373,-0.07073332845023325,-0.6984479985597545,0.3350582260391181,0.13129555585397498,-1.5563410156821857,,,,,,,,,,,12.294386210358248,12.742850620496956,0.46406770703637695,-1.7350239708388673,0.0
2502355053,1.1000000000000227,-0.11149510554000001,0.050320543368,0.28782020960000004,1.3489625644,0.18852495280000006,-11.034865808,,,,321.1762028571429,7.699332857142841,-7.699332857142841,1,47.3839896,8.1495745,418.996,-0.1669792354339159,-82.12574587134114,-11.70999999999998,-1.5710001,-13.332001,-1.9000001,4.0,18.0,0.55600005,0.81000006,-0.18661050963376388,-82.33379417295606,-11.74005629943699,-1.5427073002604974,-13.346569027644724,-1.8976231987690122,0.16506691769292914,-82.71881011252596,-8.517438121143341,-1.3403526609005925,-13.411251525236592,-1.8872795188505038,0.7016081688129023,0.1652671763461899,-0.07401889094230167,-0.6891683067456398,0.3432219036299882,0.12424860286147066,-1.5313465848345733,,,,,,,,,,,12.33082294635744,12.781568036646897,0.44696967944777116,-1.7186977796777998,0.0
2502455053,1.1999999999999318,-0.058847814316000016,-0.012137278884,0.2940004872000001,1.3646173092,0.4369979412,-9.772283635999996,,,,321.09052,7.613649999999983,-7.613649999999983,0,,,,,,,,,,,,,,-0.31462664396599715,-83.69048345639213,-11.936054339456616,-1.3582090952425476,-13.441567577659223,-1.8821233537674624,0.0648558870358713,-84.05876617955636,-8.700780236610711,-0.9577648602018386,-13.407720824740208,-1.8960447708233412,0.7126272672341489,0.16184837913877692,-0.0706140948160995,-0.6789548603615512,0.335143509928489,0.11941673111329042,-1.5021876407431936,,,,,,,,,,,12.504185444648126,12.961117032102297,0.4156595455892673,-1.6975209944812109,0.0
2502555053,1.2999999999999545,-0.07543827984399999,-0.0420467197056,0.27960830319999996,1.0361393584000003,0.2741018328,-9.091595856000003,,,,321.49630142857137,8.019431428571409,-8.019431428571409,1,47.3839873,8.1495385,419.38800000000003,-0.42301406442106915,-84.83915157199894,-12.102000000000032,-1.202,-13.522,-1.8690001,4.0,18.0,0.555,0.804,-0.4349593492865529,-85.04597156672703,-12.137104495965957,-1.1404521625359167,-13.523686318811674,-1.8756684212861043,0.0040619035984968774,-85.39905957687385,-8.881837216451592,-0.5963907985132365,-13.403927231694526,-1.8361957903961816,0.7230046581621148,0.1582370858772864,-0.07133950231254699,-0.6686787626096217,0.33221780805464624,0.10867555427631842,-1.4745269252533721,,,,,,,,,,,12.61158266890681,13.07222637913182,0.3786995141686555,-1.674232233694726,0.0
2502655053,1.3999999999999773,-0.10715266966399999,-0.012446147719999998,0.2732175584,1.2580171536000002,0.2139550876767999,-8.578712920000001,,,,321.8446383333333,8.367768333333316,-8.367768333333316,0,,,,,,,,,,,,,,-0.5128650746206932,-86.39482694224455,-12.366051838077258,-0.7390444962991511,-13.534684289278466,-1.919158418586725,-0.025660228383901112,-86.74340479583738,-9.052686411093035,-0.2578066874841968,-13.407333295688577,-1.7234062518580981,0.7328647620176947,0.15283211250007817,-0.07204942043845938,-0.659055809006784,0.32620839697570514,0.0959964412528764,-1.449031684527546,,,,,,,,,,,12.680295969410999,13.143945565652457,0.291653979677736,-1.6322211228604169,0.0
2502755053,1.5,0.07808187823999999,-0.043086042524,0.2897865288,1.3270801210000003,0.191000904,-7.531263184,,,,321.86396285714284,8.387092857142834,-8.387092857142834,1,47.3839859,8.1495027,419.846,-0.5788613517230036,-87.5374827965067,-12.560000000000002,-0.39900002,-13.544001,-1.9560001,4.0,18.0,0.55300003,0.79800004,-0.5806339709771927,-87.7511198017209,-12.590255048098209,-0.3427097028468826,-13.544080618547627,-1.9095028681859139,-0.025812134635869184,-88.09046995880783,-9.20594788337216,0.04248133294622021,-13.41647107510573,-1.538455039561483,0.7426624325397335,0.1476480923436551,-0.07116179746990964,-0.6492955668284581,0.3182179071472699,0.08614264430981394,-1.4230140559231497,,,,,,,,,,,12.561374759003257,13.02125791142027,0.2064332675488937,-1.591433935670101,0.0
2502855053,1.6000000000000227,-0.024657471324,-0.10593130763999997,0.29697474319999995,0.8494408891999998,4.651439999999951e-05,-6.2249439199999985,,,,322.0598614285714,8.582991428571413,-8.582991428571413,0,,,,,,,,,,,,,,-0.5922295702065326,-89.14862752209908,-12.788168622365275,0.02551373637021298,-13.544601443743066,-1.6053409540491554,0.0006904537190903347,-89.44175545818207,-9.337694273929175,0.31410860633344334,-13.453832081275689,-1.2674493116048122,0.7513833041451361,0.14760561594119487,-0.07713277674094464,-0.638500253164842,0.32695451698701417,0.07264280184363651,-1.3967299824100716,,,,,,,,,,,12.167273843329886,12.611702807652533,0.13873487430137146,-1.5623991145303753,0.0
2502955053,1.6999999999999318,0.024364957660000006,-0.08400622267999999,0.30532344199999994,1.0108514311199999,0.5410646124,-6.4356327883999995,,,,322.1313383333333,8.654468333333313,-8.654468333333313,1,47.3839857,8.149467099999999,420.226,-0.6011252501113129,-90.22073954486439,-12.939999999999998,0.30800003,-13.545001,-1.3720001,4.0,18.0,0.55,0.79,-0.5884192998285661,-90.53044629565419,-12.967850036275221,0.3570800131018255,-13.54785448732328,-1.2934721174493617,0.050858252954645994,-90.79810859134273,-9.439656491565849,0.5339776138139294,-13.484351517089497,-0.8698124367444365,0.7606226723338853,0.14202838822904626,-0.08235679131439193,-0.6280894369198088,0.3256932140947097,0.05315365558207789,-1.3717651457636415,,,,,,,,,,,12.330628036781608,12.782361043770116,0.06957295758652617,-1.53291027561395,0.0
2503055053,1.7999999999999545,0.0402317326,-0.03303696786192,0.25413039480000005,0.8986464098399998,0.43214147239999995,-7.596382612,,,,322.4279071428572,8.951037142857128,-8.951037142857128,0,,,,,,,,,,,,,,-0.5338498517837852,-91.86057321022987,-13.087460224710304,0.5678684648361731,-13.560109629580971,-0.9562105534971275,0.12504159807425336,-92.16100636624593,-9.504235474065332,0.7977924109289672,-13.508237500990179,-0.4923404205005901,0.7696589601966055,0.13909931488231803,-0.0884315931538149,-0.6168091330134717,0.32933206518931507,0.03547802369672149,-1.3452993369526254,,,,,,,,,,,12.831745194968553,13.300503987421385,-0.025137681274194273,-1.4954956505484278,0.0
2503155053,1.8999999999999773,0.12609591852000002,-0.003243303411999999,0.21945976880000004,1.0536798435999999,0.4365918456000001,-9.13046068,,,,322.5470566666667,9.070186666666643,-9.070186666666643,1,47.3839867,8.1494311,420.47,-0.4898057588778817,-92.93414524552219,-13.184000000000026,0.73800004,-13.570001,-0.684,4.0,18.0,0.545,0.77800006,-0.46725525270438584,-93.19807274687149,-13.187762100525156,0.8092870275332833,-13.555338357899474,-0.6321023065410353,0.22840100035226366,-93.52736501677674,-9.535986117619913,1.106125493481584,-13.519819233518886,-0.23878576632209433,0.7770594240584598,0.13825027587596028,-0.09257864393029792,-0.6070351578902005,0.3334947629012238,0.023968958315163283,-1.3223038616927394,,,,,,,,,,,13.082953441349966,13.562025753698869,-0.12047218991149292,-1.4578688106283553,0.0
2503255053,2.0,0.18863616676,-0.013931759263999997,0.1579610004,1.1229864476000002,0.49554483360000007,-8.212460976,,,,322.3171766666667,8.840306666666644,-8.840306666666644,0,,,,,,,,,,,,,,-0.35034055873147063,-94.56642354192181,-13.207266976744204,1.17887945564031,-13.479318853023255,-0.3630350447255814,0.36330200942724583,-94.89262319194464,-9.54629842514599,1.4627056489700825,-13.526313947464203,-0.04586961071426286,0.7828795761636409,0.1418797908388915,-0.09765865773977245,-0.5978525925562649,0.3458204591792861,0.016732716421265423,-1.3014487048368155,,,,,,,,,,,13.099257024627875,13.5789345842129,-0.2635823459621456,-1.4039906592206974,0.0
2503355053,2.1000000000000227,0.10795458081999998,0.039579572338799995,0.1639578716,0.9289330364000001,0.13128756852,-8.482175712,,,,322.12139428571425,8.644524285714267,-8.644524285714267,1,47.3839888,8.1493948,420.509,-0.2560348282790378,-95.67016266022529,-13.223000000000013,1.4770001,-13.418,-0.14600001,4.0,18.0,0.53800005,0.767,-0.22115212291185507,-95.92924977326079,-13.221860521185768,1.5446091763119256,-13.431768797295373,-0.11238538403017909,0.5343470032835105,-96.25668568264663,-9.544975843682828,1.8148913478549507,-13.538081641545276,0.1398318851971886,0.7861984786343887,0.14786530078329635,-0.10498782074485044,-0.5907647527952989,0.3645891839522903,0.009622918855366234,-1.2870449787943445,,,,,,,,,,,12.828123358809332,13.296806204344328,-0.4059195430078662,-1.3504274582755327,0.0
2503455053,2.199999999999932,-0.09282689699200003,0.09203671736,0.18793255160000008,1.2472648242,0.17323813651999997,-10.309623088,,,,322.160405,8.683534999999978,-8.683534999999978,0,,,,,,,,,,,,,,-0.04076787755461697,-97.26903213459858,-13.215968087561576,1.8942269046805564,-13.502969527957141,0.061441412793799194,0.7411422139967115,-97.61973512548319,-9.529222042520049,2.1581916962960825,-13.555472868574395,0.3420627056608781,0.7905850290477531,0.15214060053945025,-0.10741611331222442,-0.5833428813678582,0.3745916584675416,0.007656433800302413,-1.2699239642510294,,,,,,,,,,,12.565730423045931,13.025700420306205,-0.49451919095329777,-1.3187601998504768,0.0
2503555053,2.2999999999999545,-0.15328150240000002,0.10183539276000002,0.22551311039999994,1.110565944,0.0030910740000000114,-10.779593775999999,,,,322.14597374999994,8.669103749999977,-8.669103749999977,1,47.3839921,8.1493586,420.497,0.11131949123343121,-98.3986428369133,-13.211000000000013,2.1890001,-13.563001,0.208,4.0,18.0,0.536,0.762,0.15061938286945,-98.61092539335587,-13.208254157185378,2.2503500815893576,-13.5594706306669,0.21247180272431296,0.9846171501556892,-98.98106363634545,-9.50200725983681,2.563260909232354,-13.543985338666294,0.37461803882308237,0.797384831130956,0.14985891433616436,-0.1022766183888091,-0.5755504775260726,0.3647731283276044,0.009396097683010161,-1.2486791531340125,,,,,,,,,,,12.608650963177276,13.070301182535507,-0.5825493538594615,-1.2873133267981132,0.0
